url,cit,views,dloads,pubs,last_mod,pub_refs,doi,journal,date,cites
https://www.openicpsr.org/openicpsr/project/148342/view,"Tyazhelnikov, Vladimir. Code for Production Clustering and Offshoring. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-07-19. https://doi.org/10.3886/E148342V1",205,14,1,12/21/2021 02:46:AM,"Tyazhelnikov, Vladimir. “Production Clustering and Offshoring.” American Economic Journal: Microeconomics 14, no. 3 (August 2022): 700–732. https://doi.org/10.1257/mic.20190232.",10.1257/mic.20190232,American Economic Journal: Microeconomics,2022-01-01,0
https://www.openicpsr.org/openicpsr/project/164361/view,"Moon, Terry (Seok Min). Code for: Capital Gains Taxes and Real Corporate Investment: Evidence from Korea. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-07-19. https://doi.org/10.3886/E164361V1",777,87,1,04/18/2022 03:59:PM,"Moon, Terry S. “Capital Gains Taxes and Real Corporate Investment: Evidence from Korea.” American Economic Review 112, no. 8 (August 2022): 2669–2700. https://doi.org/10.1257/aer.20201272.",10.1257/aer.20201272,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/124682/view,"Thiel, Jurre. Data and Code for: Adviser compensation, endogenous entry and the advice gap. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-07-19. https://doi.org/10.3886/E124682V1",59,4,1,10/19/2020 03:57:AM,"Thiel, Jurre H. “Adviser Compensation, Endogenous Entry, and the Advice Gap.” American Economic Journal: Microeconomics 14, no. 3 (August 2022): 76–130. https://doi.org/10.1257/mic.20200074.",10.1257/mic.20200074,American Economic Journal: Microeconomics,2022-01-01,0
https://www.openicpsr.org/openicpsr/project/145241/view,"Gieczewski, German. Code for: Term Limits and Bargaining Power in Electoral Competition. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-07-19. https://doi.org/10.3886/E145241V1",85,4,1,09/14/2021 01:22:PM,"Gieczewski, Germán. “Term Limits and Bargaining Power in Electoral Competition.” American Economic Journal: Microeconomics 14, no. 3 (August 2022): 1–34. https://doi.org/10.1257/mic.20180033.",10.1257/mic.20180033,American Economic Journal: Microeconomics,2022-01-01,0
https://www.openicpsr.org/openicpsr/project/164662/view,"Mountjoy, Jack. Data and Code for: Community Colleges and Upward Mobility. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-07-19. https://doi.org/10.3886/E164662V1",737,152,1,03/11/2022 11:00:AM,"Mountjoy, Jack. “Community Colleges and Upward Mobility.” American Economic Review 112, no. 8 (August 2022): 2580–2630. https://doi.org/10.1257/aer.20181756.",10.1257/aer.20181756,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/116211/view,"Bilicka, Katarzyna Anna. Replication data for: Comparing UK Tax Returns of Foreign Multinationals to Matched Domestic Firms. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-07-11. https://doi.org/10.3886/E116211V2",605,106,1,07/08/2022 06:48:PM,"Bilicka, Katarzyna Anna. “Comparing UK Tax Returns of Foreign Multinationals to Matched Domestic Firms.” American Economic Review 109, no. 8 (August 2019): 2921–53. https://doi.org/10.1257/aer.20180496.",10.1257/aer.20180496,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/174661/view,NA,57,10,0,07/09/2022 12:51:AM,NA,NA,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/164641/view,"Koijen, Ralph, and Yogo, Motohiro. Data and Code for: Global Life Insurers during a Low Interest Rate Environment. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-07-07. https://doi.org/10.3886/E164641V2",256,37,1,03/10/2022 04:16:PM,"Koijen, Ralph S. J., and Motohiro Yogo. “Global Life Insurers during a Low Interest Rate Environment.” AEA Papers and Proceedings 112 (May 2022): 503–8. https://doi.org/10.1257/pandp.20221076.",10.1257/pandp.20221076,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/163542/view,"Balke, Neele , and Lamadon, Thibaut. Data and Code for: Productivity Shocks, Long-Term Contracts and Earnings Dynamics. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-07-06. https://doi.org/10.3886/E163542V1",215,32,1,06/24/2022 05:14:PM,"Balke, Neele, and Thibaut Lamadon. “Productivity Shocks, Long-Term Contracts, and Earnings Dynamics.” American Economic Review 112, no. 7 (July 2022): 2139–77. https://doi.org/10.1257/aer.20161622.",10.1257/aer.20161622,American Economic Review,2022-07-01,0
https://www.openicpsr.org/openicpsr/project/152203/view,"Imbert, Clément, Seror, Marlon, Zhang, Yifan, and Zylberberg, Yanos. Data and Code for: Migrants and Firms: Evidence from China. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-07-05. https://doi.org/10.3886/E152203V1",1631,529,1,03/04/2022 11:54:AM,"Imbert, Clement, Marlon Seror, Yifan Zhang, and Yanos Zylberberg. “Migrants and Firms: Evidence from China.” American Economic Review 112, no. 6 (June 2022): 1885–1914. https://doi.org/10.1257/aer.20191234.",10.1257/aer.20191234,American Economic Review,2022-06-01,3
https://www.openicpsr.org/openicpsr/project/122884/view,"Zheng, Angela, and Graham, James. Data and Code for: Public Education Inequality and Intergenerational Mobility. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-24. https://doi.org/10.3886/E122884V1",611,53,1,01/12/2021 03:10:PM,"Zheng, Angela, and James Graham. “Public Education Inequality and Intergenerational Mobility.” American Economic Journal: Macroeconomics 14, no. 3 (July 2022): 250–82. https://doi.org/10.1257/mac.20180466.",10.1257/mac.20180466,American Economic Journal: Macroeconomics,2022-01-01,3
https://www.openicpsr.org/openicpsr/project/124281/view,"Kohlhas, Alexandre. Code for: “Learning by Sharing: Monetary Policy and Common Knowledge.” Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-24. https://doi.org/10.3886/E124281V1",117,14,1,01/06/2021 05:11:AM,"Kohlhas, Alexandre N. “Learning by Sharing: Monetary Policy and Common Knowledge.” American Economic Journal: Macroeconomics 14, no. 3 (July 2022): 324–64. https://doi.org/10.1257/mac.20190311.",10.1257/mac.20190311,American Economic Journal: Macroeconomics,2022-01-01,0
https://www.openicpsr.org/openicpsr/project/126661/view,"Uribe, Martin. Data and Code for: The Neo-Fisher Effect: Econometric Evidence from Empirical and Optimizing  Models. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-24. https://doi.org/10.3886/E126661V1",387,42,1,07/08/2021 09:35:AM,"Uribe, Martín. “The Neo-Fisher Effect: Econometric Evidence from Empirical and Optimizing Models.” American Economic Journal: Macroeconomics 14, no. 3 (July 2022): 133–62. https://doi.org/10.1257/mac.20200060.",10.1257/mac.20200060,American Economic Journal: Macroeconomics,2022-01-01,2
https://www.openicpsr.org/openicpsr/project/129441/view,"Adrian, Tobias, Grinberg, Federico, Liang, Nellie, Malik, Sheherya, and Yu, Jie. Data and Code for: The Term Structure of Growth-at-Risk. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-24. https://doi.org/10.3886/E129441V1",445,117,1,09/08/2021 03:51:PM,"Adrian, Tobias, Federico Grinberg, Nellie Liang, Sheheryar Malik, and Jie Yu. “The Term Structure of Growth-at-Risk.” American Economic Journal: Macroeconomics 14, no. 3 (July 2022): 283–323. https://doi.org/10.1257/mac.20180428.",10.1257/mac.20180428,American Economic Journal: Macroeconomics,2022-01-01,9
https://www.openicpsr.org/openicpsr/project/122882/view,"Papageorgiou, Theodore. Data and Code for: Occupational Matching and Cities. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-24. https://doi.org/10.3886/E122882V1",516,54,1,03/18/2021 09:00:AM,"Papageorgiou, Theodore. “Occupational Matching and Cities.” American Economic Journal: Macroeconomics 14, no. 3 (July 2022): 82–132. https://doi.org/10.1257/mac.20180122.",10.1257/mac.20180122,American Economic Journal: Macroeconomics,2022-01-01,1
https://www.openicpsr.org/openicpsr/project/130201/view,"Erosa, Andres, Fuster, Luisa, Kambourov, Gueorgui, and Rogerson, Richard. Data and Code for: Hours, Occupations, and Gender Differences in Labor Market Outcomes. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-24. https://doi.org/10.3886/E130201V1",248,55,2,03/25/2021 12:57:PM,"Erosa, Andrés, Luisa Fuster, Gueorgui Kambourov, and Richard Rogerson. “Hours, Occupations, and Gender Differences in Labor Market Outcomes.” American Economic Journal: Macroeconomics 14, no. 3 (July 2022): 543–90. https://doi.org/10.1257/mac.20200318.
  The following publications relate in an unspecified way to the data in this project.
Erosa, Andres, Luisa Fuster, Gueorgui Kambourov, and Richard Rogerson. “Supplementary Data for: Hours, Occupations, and Gender Differences in Labor Market Outcomes.” ICPSR - Interuniversity Consortium for Political and Social Research, 2021. https://doi.org/10.3886/E135581V1.",10.1257/mac.20200318,American Economic Journal: Macroeconomics,2022-01-01,1
https://www.openicpsr.org/openicpsr/project/130201/view,"Erosa, Andres, Fuster, Luisa, Kambourov, Gueorgui, and Rogerson, Richard. Data and Code for: Hours, Occupations, and Gender Differences in Labor Market Outcomes. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-24. https://doi.org/10.3886/E130201V1",248,55,2,03/25/2021 12:57:PM,"Erosa, Andrés, Luisa Fuster, Gueorgui Kambourov, and Richard Rogerson. “Hours, Occupations, and Gender Differences in Labor Market Outcomes.” American Economic Journal: Macroeconomics 14, no. 3 (July 2022): 543–90. https://doi.org/10.1257/mac.20200318.
  The following publications relate in an unspecified way to the data in this project.
Erosa, Andres, Luisa Fuster, Gueorgui Kambourov, and Richard Rogerson. “Supplementary Data for: Hours, Occupations, and Gender Differences in Labor Market Outcomes.” ICPSR - Interuniversity Consortium for Political and Social Research, 2021. https://doi.org/10.3886/E135581V1.",10.3886/E135581V1,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/123881/view,"Bergholt, Drago, Furlanetto, Francesco, and Maffei-Faccioli, Nicolò. Data and code for: The decline of the labor share: new empirical evidence. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-24. https://doi.org/10.3886/E123881V1",471,75,1,03/30/2021 05:38:AM,"Bergholt, Drago, Francesco Furlanetto, and Nicolò Maffei-Faccioli. “The Decline of the Labor Share: New Empirical Evidence.” American Economic Journal: Macroeconomics 14, no. 3 (July 2022): 163–98. https://doi.org/10.1257/mac.20190365.",10.1257/mac.20190365,American Economic Journal: Macroeconomics,2022-01-01,4
https://www.openicpsr.org/openicpsr/project/125161/view,"Acemoglu, Daron, Akcigit, Ufuk, and Celik, Murat Alp. Data and Code for: Radical and Incremental Innovation: The Roles of Firms, Managers, and Innovators. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-24. https://doi.org/10.3886/E125161V1",434,107,1,05/26/2021 12:17:AM,"Acemoglu, Daron, Ufuk Akcigit, and Murat Alp Celik. “Radical and Incremental Innovation: The Roles of Firms, Managers, and Innovators.” American Economic Journal: Macroeconomics 14, no. 3 (July 2022): 199–249. https://doi.org/10.1257/mac.20170410.",10.1257/mac.20170410,American Economic Journal: Macroeconomics,2022-01-01,3
https://www.openicpsr.org/openicpsr/project/120797/view,"Siegenthaler, Michael, Martinez, Isabel , and Saez, Emmanuel. Data and code for: Intertemporal Labor Supply Substitution? Evidence from the Swiss Income Tax Holidays. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-24. https://doi.org/10.3886/E120797V2",716,89,1,06/24/2022 08:13:AM,"Martínez, Isabel Z., Emmanuel Saez, and Michael Siegenthaler. “Intertemporal Labor Supply Substitution? Evidence from the Swiss Income Tax Holidays.” American Economic Review 111, no. 2 (February 2021): 506–46. https://doi.org/10.1257/aer.20180746.",10.1257/aer.20180746,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/128382/view,"Dovis, Alessandro, and Kirpalani, Rishabh. Data and code for: Reputation, Bailouts, and Interest Rate Spread Dynamics. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-24. https://doi.org/10.3886/E128382V1",110,11,1,12/09/2020 10:43:AM,"Dovis, Alessandro, and Rishabh Kirpalani. “Reputation, Bailouts, and Interest Rate Spread Dynamics.” American Economic Journal: Macroeconomics 14, no. 3 (July 2022): 411–49. https://doi.org/10.1257/mac.20190022.",10.1257/mac.20190022,American Economic Journal: Macroeconomics,2022-01-01,0
https://www.openicpsr.org/openicpsr/project/134062/view,"Pouzo, Demian , and Presno, Ignacio. Data and Code for: Optimal Taxation with Endogenous Default under Incomplete Markets. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-24. https://doi.org/10.3886/E134062V1",130,15,1,04/12/2022 12:04:PM,"Pouzo, Demian, and Ignacio Presno. “Optimal Taxation with Endogenous Default under Incomplete Markets.” American Economic Journal: Macroeconomics 14, no. 3 (July 2022): 1–41. https://doi.org/10.1257/mac.20160101.",10.1257/mac.20160101,American Economic Journal: Macroeconomics,2022-01-01,0
https://www.openicpsr.org/openicpsr/project/130366/view,"Helpman, Elhanan, and Niswonger, Benjamin. Date and code for: Dynamics of Markups, Concentration and Product Span. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-24. https://doi.org/10.3886/E130366V1",128,23,1,03/09/2021 12:05:PM,"Helpman, Elhanan, and Benjamin Niswonger. “Dynamics of Markups, Concentration, and Product Span.” American Economic Journal: Macroeconomics 14, no. 3 (July 2022): 42–81. https://doi.org/10.1257/mac.20200378.",10.1257/mac.20200378,American Economic Journal: Macroeconomics,2022-01-01,0
https://www.openicpsr.org/openicpsr/project/124901/view,"Gross, Till, Klein, Paul, and Makris, Miltiadis. Data and code for: Dynamic Capital Tax Competition under the Source Principle. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-24. https://doi.org/10.3886/E124901V1",290,9,1,09/13/2021 02:22:PM,"Gross, Till, Paul Klein, and Miltiadis Makris. “Dynamic Capital Tax Competition under the Source Principle.” American Economic Journal: Macroeconomics 14, no. 3 (July 2022): 365–410. https://doi.org/10.1257/mac.20190340.",10.1257/mac.20190340,American Economic Journal: Macroeconomics,2022-01-01,0
https://www.openicpsr.org/openicpsr/project/132141/view,"Anenberg, Elliot, and Ringo, Daniel. Data and Code for: The Propagation of Demand Shocks Through Housing Markets. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-24. https://doi.org/10.3886/E132141V1",159,35,1,02/10/2021 04:39:PM,"Anenberg, Elliot, and Daniel Ringo. “The Propagation of Demand Shocks through Housing Markets.” American Economic Journal: Macroeconomics 14, no. 3 (July 2022): 481–507. https://doi.org/10.1257/mac.20200037.",10.1257/mac.20200037,American Economic Journal: Macroeconomics,2022-01-01,0
https://www.openicpsr.org/openicpsr/project/119472/view,"Artmann, Elisabeth , Oosterbeek, Hessel, and Van der Klaauw, Bas. Data and Code for: Do doctors improve the health care of their parents? Evidence from admission lotteries. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-23. https://doi.org/10.3886/E119472V2",690,26,1,08/05/2020 02:11:AM,"Artmann, Elisabeth, Hessel Oosterbeek, and Bas van der Klaauw. “Do Doctors Improve the Health Care of Their Parents? Evidence from Admission Lotteries.” American Economic Journal: Applied Economics 14, no. 3 (July 2022): 164–84. https://doi.org/10.1257/app.20190629.",10.1257/app.20190629,American Economic Journal: Applied Economics,2022-01-01,1
https://www.openicpsr.org/openicpsr/project/146542/view,"Evans, Mary, Harris, Matthew, and Kessler, Lawrence. Data and Code for: The Hazards of Unwinding the Prescription Opioid Epidemic: Implications for Child Maltreatment. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-22. https://doi.org/10.3886/E146542V1",220,56,1,07/30/2021 12:39:PM,"Evans, Mary F., Matthew C. Harris, and Lawrence M. Kessler. “The Hazards of Unwinding the Prescription Opioid Epidemic: Implications for Child Maltreatment.” American Economic Journal: Economic Policy 14, no. 4 (November 2022): 192–231. https://doi.org/10.1257/pol.20200301.",10.1257/pol.20200301,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/159061/view,"Jones, Maria, Kondylis, Florence, Loeser, John, and Magruder, Jeremy. Data and Code for: Factor Market Failures and the Adoption of Irrigation in Rwanda. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-21. https://doi.org/10.3886/E159061V1",352,103,1,04/08/2022 08:42:AM,"Jones, Maria, Florence Kondylis, John Loeser, and Jeremy Magruder. “Factor Market Failures and the Adoption of Irrigation in Rwanda.” American Economic Review 112, no. 7 (July 2022): 2316–52. https://doi.org/10.1257/aer.20210059.",10.1257/aer.20210059,American Economic Review,2022-07-01,4
https://www.openicpsr.org/openicpsr/project/162281/view,"Farboodi, Maryam, and Kondor, Peter. Code for: Heterogeneous Global Booms and Busts. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-21. https://doi.org/10.3886/E162281V1",172,36,1,04/05/2022 11:03:AM,"Farboodi, Maryam, and Péter Kondor. “Heterogeneous Global Booms and Busts.” American Economic Review 112, no. 7 (July 2022): 2718–2212. https://doi.org/10.1257/aer.20181830.",10.1257/aer.20181830,American Economic Review,2022-07-01,1
https://www.openicpsr.org/openicpsr/project/164661/view,"Nielsen, Kirby, and Rehbeck, John. Data and Code for: When Choices Are Mistakes. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-21. https://doi.org/10.3886/E164661V1",326,48,1,05/14/2022 05:49:PM,"Nielsen, Kirby, and John Rehbeck. “When Choices Are Mistakes.” American Economic Review 112, no. 7 (July 2022): 2237–68. https://doi.org/10.1257/aer.20201550.",10.1257/aer.20201550,American Economic Review,2022-07-01,3
https://www.openicpsr.org/openicpsr/project/159301/view,"Caballero, Ricardo, and Simsek, Alp. Data and Code for: Monetary Policy with Opinionated Markets. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-21. https://doi.org/10.3886/E159301V1",331,60,1,04/14/2022 01:47:PM,"Caballero, Ricardo J., and Alp Simsek. “Monetary Policy with Opinionated Markets.” American Economic Review 112, no. 7 (July 2022): 2353–92. https://doi.org/10.1257/aer.20210271.",10.1257/aer.20210271,American Economic Review,2022-07-01,2
https://www.openicpsr.org/openicpsr/project/162101/view,"Bianchi, Francesco , Ludvigson, Sydney C., and Ma, Sai. Data and Code for Belief Distortions and Macroeconomic Fluctuations. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-21. https://doi.org/10.3886/E162101V1",552,118,1,03/30/2022 02:10:PM,"Bianchi, Francesco, Sydney C. Ludvigson, and Sai Ma. “Belief Distortions and Macroeconomic Fluctuations.” American Economic Review 112, no. 7 (July 2022): 2269–2315. https://doi.org/10.1257/aer.20201713.",10.1257/aer.20201713,American Economic Review,2022-07-01,6
https://www.openicpsr.org/openicpsr/project/144581/view,"Chen, Yiqun, Persson, Petra, and Polyakova, Maria. Code for: The Roots of Health Inequality and The Value of Intra-Family Expertise. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-15. https://doi.org/10.3886/E144581V1",180,28,1,07/07/2021 05:41:PM,"Chen, Yiqun, Petra Persson, and Maria Polyakova. “The Roots of Health Inequality and the Value of Intrafamily Expertise.” American Economic Journal: Applied Economics 14, no. 3 (July 2022): 185–223. https://doi.org/10.1257/app.20200405.",10.1257/app.20200405,American Economic Journal: Applied Economics,2022-01-01,4
https://www.openicpsr.org/openicpsr/project/134781/view,"Barrios-Fernández, Andrés. Code for Replication of Neighbors’ Effects on University Enrollment. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-15. https://doi.org/10.3886/E134781V1",255,47,2,05/09/2021 06:07:AM,"Barrios-Fernández, Andrés. “Neighbors’ Effects on University Enrollment.” American Economic Journal: Applied Economics 14, no. 3 (July 2022): 30–60. https://doi.org/10.1257/app.20200360.
  The following publications relate in an unspecified way to the data in this project.
Barrios-Fernández, Andrés. “Code for Replication of Neighbors’ Effects on University Enrollment,” May 9, 2021. https://github.com/andresbarriosf/replication_files_neighbors_effects/releases/tag/v4.2.2.",10.1257/app.20200360,American Economic Journal: Applied Economics,2022-01-01,1
https://www.openicpsr.org/openicpsr/project/134781/view,"Barrios-Fernández, Andrés. Code for Replication of Neighbors’ Effects on University Enrollment. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-15. https://doi.org/10.3886/E134781V1",255,47,2,05/09/2021 06:07:AM,"Barrios-Fernández, Andrés. “Neighbors’ Effects on University Enrollment.” American Economic Journal: Applied Economics 14, no. 3 (July 2022): 30–60. https://doi.org/10.1257/app.20200360.
  The following publications relate in an unspecified way to the data in this project.
Barrios-Fernández, Andrés. “Code for Replication of Neighbors’ Effects on University Enrollment,” May 9, 2021. https://github.com/andresbarriosf/replication_files_neighbors_effects/releases/tag/v4.2.2.",om/andresbarriosf/replication_files_neighbors_effects/releases/tag/v4.2.2,NA,NA,NA
https://www.openicpsr.org/openicpsr/project/130686/view,"Bailey, Michael , Johnston, Drew, Kuchler, Theresa, Stroebel, Johannes, and Wong, Arlene. Code For: Peer Effect in Product Adoption. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-15. https://doi.org/10.3886/E130686V1",330,47,1,08/30/2021 12:38:PM,"Bailey, Michael, Drew Johnston, Theresa Kuchler, Johannes Stroebel, and Arlene Wong. “Peer Effects in Product Adoption.” American Economic Journal: Applied Economics 14, no. 3 (July 2022): 488–526. https://doi.org/10.1257/app.20200367.",10.1257/app.20200367,American Economic Journal: Applied Economics,2022-01-01,1
https://www.openicpsr.org/openicpsr/project/120483/view,"Esposito, Elena. Data and Code for: The Side Effects of Immunity: African Slavery in the United States. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-15. https://doi.org/10.3886/E120483V1",511,39,1,05/06/2021 11:31:AM,"Esposito, Elena. “The Side Effects of Immunity: Malaria and African Slavery in the United States.” American Economic Journal: Applied Economics 14, no. 3 (July 2022): 290–328. https://doi.org/10.1257/app.20190372.",10.1257/app.20190372,American Economic Journal: Applied Economics,2022-01-01,0
https://www.openicpsr.org/openicpsr/project/151642/view,"Acciari, Paolo, Polo, Alberto , and Violante, Giovanni. Data and Code for: And Yet it Moves: Intergenerational Mobility in Italy. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-15. https://doi.org/10.3886/E151642V1",935,45,1,12/28/2021 10:08:PM,"Acciari, Paolo, Alberto Polo, and Giovanni L. Violante. “And Yet It Moves: Intergenerational Mobility in Italy.” American Economic Journal: Applied Economics 14, no. 3 (July 2022): 118–63. https://doi.org/10.1257/app.20210151.",10.1257/app.20210151,American Economic Journal: Applied Economics,2022-01-01,3
https://www.openicpsr.org/openicpsr/project/136741/view,"Williams, Jhacova. Data and Code for: Historical Lynching and the Contemporary Voting Behavior of Blacks. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-15. https://doi.org/10.3886/E136741V1",425,70,1,05/21/2021 01:14:PM,"Williams, Jhacova. “Historical Lynchings and the Contemporary Voting Behavior of Blacks.” American Economic Journal: Applied Economics 14, no. 3 (July 2022): 224–53. https://doi.org/10.1257/app.20190549.",10.1257/app.20190549,American Economic Journal: Applied Economics,2022-01-01,1
https://www.openicpsr.org/openicpsr/project/136346/view,"Denning, Jeffrey, Eide, Eric, Mumford, Kevin, Patterson, Richard, and Warnick, Merrill. Data and Code for: Why Have College Completion Rates Increased? An Analysis of Rising Grades . Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-15. https://doi.org/10.3886/E136346V1",587,80,1,06/01/2021 04:52:PM,"Denning, Jeffrey T., Eric R. Eide, Kevin J. Mumford, Richard W. Patterson, and Merrill Warnick. “Why Have College Completion Rates Increased?” American Economic Journal: Applied Economics 14, no. 3 (July 2022): 1–29. https://doi.org/10.1257/app.20200525.",10.1257/app.20200525,American Economic Journal: Applied Economics,2022-01-01,5
https://www.openicpsr.org/openicpsr/project/140921/view,"Goñi, Marc. Data and code for: Assortative Matching at the Top of the Distribution: Evidence from the World’s Most Exclusive Marriage Market. Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-15. https://doi.org/10.3886/E140921V1",782,59,1,09/24/2021 03:51:PM,"Goñi, Marc. “Assortative Matching at the Top of the Distribution: Evidence from the World’s Most Exclusive Marriage Market.” American Economic Journal: Applied Economics 14, no. 3 (July 2022): 445–87. https://doi.org/10.1257/app.20180463.",10.1257/app.20180463,American Economic Journal: Applied Economics,2022-01-01,1
https://www.openicpsr.org/openicpsr/project/141761/view,"Berman, Yonatan. Data and Code for: “The Long Run Evolution of Absolute Intergenerational Mobility.” Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-15. https://doi.org/10.3886/E141761V1",296,41,1,09/18/2021 08:30:AM,"Berman, Yonatan. “The Long-Run Evolution of Absolute Intergenerational Mobility.” American Economic Journal: Applied Economics 14, no. 3 (July 2022): 61–83. https://doi.org/10.1257/app.20200631.",10.1257/app.20200631,American Economic Journal: Applied Economics,2022-01-01,2
https://www.openicpsr.org/openicpsr/project/128442/view,"Collins, William J., and Wanamaker, Marianne H. Data and Code for: African American Intergenerational Economic Mobility Since 1880 -- Collins and Wanamaker (2021). Nashville, TN: American Economic Association [publisher], 2022. Ann Arbor, MI: Inter-university Consortium for Political and Social Research [distributor], 2022-06-15. https://doi.org/10.3886/E128442V1",307,43,1,04/20/2021 03:17:PM,"Collins, William J., and Marianne H. Wanamaker. “African American Intergenerational Economic Mobility since 1880.” American Economic Journal: Applied Economics 14, no. 3 (July 2022): 84–117. https://doi.org/10.1257/app.20170656.",10.1257/app.20170656,American Economic Journal: Applied Economics,2022-01-01,2
